key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,inputText,rt,pracassoc.thisRepN,pracassoc.thisTrialN,pracassoc.thisN,pracassoc.thisIndex,pracassoc.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,key_resp_6.keys,key_resp_6.rt,Colour1,Ecc,assocresponse.thisRepN,assocresponse.thisTrialN,assocresponse.thisN,assocresponse.thisIndex,assocresponse.ran,key_resp_5.keys,key_resp_5.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,hemorrhage,32.0909,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,15,0,15,0,1,,,,,,,
,,,,,,,,surgery,3.6128,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,16,0,16,0,1,,,,,,,
,,,,,,,,heart,5.7478,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,17,0,17,0,1,,,,,,,
,,,,,,,,arteries,16.9766,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,18,0,18,0,1,,,,,,,
,,,,,,,,pepperoni,6.4293,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,19,0,19,0,1,,,,,,,
,,,,,,,,stop sign,13.7774,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,20,0,20,0,1,,,,,,,
,,,,,,,,no,6.4783,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,21,0,21,0,1,,,,,,,
,,,,,,,,,1.9613,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,22,0,22,0,1,,,,,,,
,,,,,,,,,,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,1,FF,,,,,,space,0.4348,0,3,3,0,1
,,,,,,,, oranges,3.3767,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,2,PF,0,0,0,0,1,,,,,,,
,,,,,,,,fuit,1.6306,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,1,0,1,0,1,,,,,,,
,,,,,,,,spring,4.537,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,2,0,2,0,1,,,,,,,
,,,,,,,,summer,1.1413,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,3,0,3,0,1,,,,,,,
,,,,,,,,warm days,6.2144,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,4,0,4,0,1,,,,,,,
,,,,,,,,orange juice,5.4292,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,5,0,5,0,1,,,,,,,
,,,,,,,,breakfast,3.481,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,6,0,6,0,1,,,,,,,
,,,,,,,,mimosas,2.9016,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,7,0,7,0,1,,,,,,,
,,,,,,,,sweet,5.7736,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,8,0,8,0,1,,,,,,,
,,,,,,,,welcoming,3.8013,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,9,0,9,0,1,,,,,,,
,,,,,,,,hungry,3.9082,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,10,0,10,0,1,,,,,,,
,,,,,,,,happy,7.2842,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,11,0,11,0,1,,,,,,,
,,,,,,,,good emotions,12.9725,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,12,0,12,0,1,,,,,,,
,,,,,,,,pumpkins,9.8948,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,13,0,13,0,1,,,,,,,
,,,,,,,,halloween,2.7311,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,14,0,14,0,1,,,,,,,
,,,,,,,,candles,4.8313,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,15,0,15,0,1,,,,,,,
,,,,,,,,carrots,7.0288,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,16,0,16,0,1,,,,,,,
,,,,,,,,,12.5333,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,17,0,17,0,1,,,,,,,
,,,,,,,,,,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,2,PF,,,,,,space,1.27,0,4,4,1,1
,,,,,,,, flowers,6.8598,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,9,FF,0,0,0,0,1,,,,,,,
,,,,,,,,libra sign,3.8961,,,,,,614009d626146bb34ae7a1cf,614817ae82c5770ec9a562c6,2021-09-19_22h12.19.063,Colour_Association_Experimentv1,2020.2.10,Win32,60,614813970c3839c5bfc24e99,,,,,1,0,1,0,1,,,,,,,
